Nome Completo do Arquivo, Nome do Jogo, Tamanho, CRC, MD5, SHA1
Out of Control (USA).zip, Out of Control, 3364, 6B9D38EF, f78628f98966e5a2542f035b93202592, b4ff1158e3d51a9bef013dcaf7213e68ffa66e8c
Outlaw ~ Gunslinger (USA).zip, Outlaw ~ Gunslinger, 1799, 3260BF21, 5d5bdf684140df68d09de1ac5ad6226f, f9723660b0059ea9cd0a34e36eaa3283c74b9b3b
Pac-Man (USA).zip, Pac-Man, 3301, 7CEC15BD, a0a00f3d4cf96379c8ca94e9667d0551, b96c5daac9699a93c84c0718531cb4bbd082ae82
Panda Chase (Europe).zip, Panda Chase, 2991, A78974C6, 477cb6c5fb467449e22013c49595bc14, 40bd637aa95fc560539ce5b55416621100edb1e2
Parachute (Europe).zip, Parachute, 3257, E6C25177, a412f00208eccd7c66c2eacf9925576c, 10253245390af448cae423c9f04bf1a9d000493b
Party Mix - Bop a Buggy, Tug of War, Wizard's Keep, Down on the Line, Handcar (USA).zip, Party Mix - Bop a Buggy, Tug of War, Wizard's Keep, Down on the Line, Handcar, 12116, 89A2BB96, 2cedf7bae46c39292757d79bb08bb614, 384afc470daadee0ee0b9d61636609e3d2603972
Peek-A-Boo (USA) (Proto).zip, Peek-A-Boo, 2434, 357E90F8, f2b7995579db5ed22705001fff8c711c, f1258595c8e97bd339056b27872c10ce300e7f1a
Pengo (USA).zip, Pengo, 5881, E4BE083A, 9593db979660cca49a2ca66ca8cbc8b8, 6ae678715462e45d0176dd16986654bf64f39113
Pete Rose Baseball (USA).zip, Pete Rose Baseball, 10281, D202D647, 7f3e9348774e746d1ea8fc0aba92d945, 611106bc41ae1ba1ddc5f947403531847126508b
Phantom UFO (USA).zip, Phantom UFO, 3210, 48C61226, 26a83af03ebf81ed9196a602208318b6, 1dcff236d1a6b75da889633c3c90e472bb12421d
Pharaoh's Curse (USA).zip, Pharaoh's Curse, 2813, E3FFC880, 19d892ace6c15978b0761fd4b5b8af64, 086facc9fe23c2a3d7b8e44f6a1189ffe4a0d957
Phaser Patrol (USA).zip, Phaser Patrol, 5237, 28C97164, edabb43dcc75885b2eb0faccbbdfb81e, 9c7a1264def9270afc54ff4e230542b937db16f9
Phoenix (USA).zip, Phoenix, 5735, 40DFBAA7, ac825608e5410375defb375da3e3a862, 8ce1ba3a5b7cf27ab085dc234f0fe737a52223a5
Pick 'n' Pile (Europe).zip, Pick 'n' Pile, 6662, DD2A8034, a143bb0e8b3bea2f6ada6d20314960fa, 5ed3e6f72cc96d42162fbf816ce2cae12d31dcd7
Pick Up (USA) (Proto).zip, Pick Up, 3403, E68A7914, 9463f1dafb75366b001eec1ca623ee45, b0be061eea5242f78ead011f0bf3ac6317c741d4
Picnic (USA).zip, Picnic, 3025, 3A21E9CB, 416dc890c151fdcd918cfbbece6838a6, fd65db0b8d798c0b30a0ab066036c9b62389adbf
Piece o' Cake (USA).zip, Piece o' Cake, 3072, C97B210B, cf157c9f8c7c980b07680fd55bf891f2, 2744d96da0afad27c3a9d30bd77d86ba2c1b3dce
Pigs in Space - Starring Miss Piggy (USA).zip, Pigs in Space - Starring Miss Piggy, 6299, 91BB25B5, b7f2412c27690c65e73504a68159b39d, 23885f549f72f6e778437619789387a800103273
Pitfall II - Lost Caverns (USA).zip, Pitfall II - Lost Caverns, 6684, 06F0401F, 6374fa32e5ea6b72bfe309a435c247fb, cf1b6db2114f3e4e1a874bfe7281ca5f8dadc9c0
Pitfall! - Pitfall Harry's Jungle Adventure (USA).zip, Pitfall! - Pitfall Harry's Jungle Adventure, 3231, 3584C8CB, e07cbac68d5b194da806416f37d777bb, 56661644fd2ddf9b30a9095e76f513502973d0f6
Pizza Chef (USA) (Proto).zip, Pizza Chef, 3296, 6A4C2A03, 493300add920b3d3a2ae3c87160c58b3, a753acf74f1ca11fcc199f3fa90f2bc5f4808967
Planet Patrol (USA).zip, Planet Patrol, 3084, 999DE6D3, 9a86f89cbccbf8ca37001c1a648fad16, 89d2323a53f78136613760cb827bea3cbea6e58d
Planet of the Apes (USA) (Proto).zip, Planet of the Apes, 3061, 90FB57CB, 15feb551dcad2f251e04fabe34d366e3, 2bdb3a919b95c16b3209caa9ed502d2a559727a6
Plaque Attack (USA).zip, Plaque Attack, 3162, 106406D2, 06b5f67d4debce69f232efab3c8861d4, 7d36ab6c413226c1aece2a83bd2b0e86aaf9cfcf
Pleiades (USA) (Proto).zip, Pleiades, 5592, C5B0168A, 2ba1da656278bde90d17ec295c63a632, f1712da12594348c37cd48b3b75d2ebc8f9ae174
Polaris (USA).zip, Polaris, 5591, 63E48678, 0730a8773d85800cc97002f2aa429088, e31173f7a01ebf7ca43ecb01e2c897cf7a1abfe5
Pole Position (USA).zip, Pole Position, 5530, B20018DE, 8d6056b862d4d188a15e165169d2e8fa, b97cd66df040313845abe3a31bffb3766e478c8e
Polo (USA) (Proto).zip, Polo, 1923, EB4D63C5, 45f7e57d46ff56819743b5cc5782590a, 8c4a7fdd5f19e54a7c421cb602d961b30748739b
Pompeii (USA) (Proto).zip, Pompeii, 2496, 41DA2565, 8a28b549f5a67b5a40d15e76e0e944c2, 014ef04d8383502c728ce885099f6b6404cf1001
Pooyan (USA).zip, Pooyan, 3507, D88B3F05, 9b30ebb842e5a5673f21d28e8867de7b, dff6801fcb0209cb02db21d091c407ead52bd122
Popeye (USA).zip, Popeye, 5256, 2F1C6FB1, c8884c3bd9d178253774471dc788445b, 835daa46b654f74278666b6acd4b103fdff3f392
Porky's (USA).zip, Porky's, 6313, 9CEF5242, 09576711c29ddbb04d2f6fafb0bc99f5, 329261527f851a2f1a4542525386981f6255edde
Power Lords (USA) (Proto).zip, Power Lords, 5675, DEBE05A8, b4a968f237ea93d0c7876f5ea5b1cbda, 5a4a39c4e70824eb6cb0b1b0439c26837559d5b9
Pressure Cooker (USA).zip, Pressure Cooker, 5097, A4607E3D, e3ddd9831bb8cb646acd61ee179e1a99, c8676b9d9e4f9e68b35b7aad1a284ad9f24d0e5d
Private Eye (USA).zip, Private Eye, 5977, 5CEA2183, fea0f2dbeed16d7fb492c322c752a4a9, e9bde2f65753c281980140f107456dde6acd2ef1
Pursuit of the Pink Panther (USA) (Proto).zip, Pursuit of the Pink Panther, 6281, E54D5C2E, 73eb9bf2fe5ae0d2849086b07bcb5d26, b5699e74e5b061c844187abf6787e2ded2d95461
Pygmy (Europe).zip, Pygmy, 2928, 01DD6090, d00a305240cf064755dcdb87c075e7ee, 9c7615f2ba5932672203d15bead2502e02b019cd
Q-bert (USA).zip, Q-bert, 3188, 920584B4, e2d3c3dd2bccf0de182057908ff5da0b, 96beca698b404f13692aac01aa51cb4410413aa9
Q-bert's Qubes (USA).zip, Q-bert's Qubes, 5216, FFBC1861, f21c1287933b18cab3be3b1985025f13, 7824c9e82ecafe4e66805bc56d9f438be71293b3
Quadrun (USA).zip, Quadrun, 4631, AD7E22CF, 358cd08f0c7dcd68078c82d94f9147dd, 188de12cb2f1474d75c13a8199b8264218c236f3
Quest for Quintana Roo (USA).zip, Quest for Quintana Roo, 5462, 9A3801E4, bf2119fe928ea78a6053fb3fef9eb898, 2e562ca36df4d267d6d23fec638903aefb70e61b
Quick Step! (USA).zip, Quick Step!, 2874, E4A568DC, 420b79b5d919020b123019a041519249, 812af9574b61823ff1ac01892845d5b3c9783e79
Rabbit Transit (USA).zip, Rabbit Transit, 4656, B5983FD6, a2fa39d815b41b03a69e36058750fa31, e6ec5192c6b89dcb2510a511511bf8ff3dc30ac1
Racer (USA) (Proto).zip, Racer, 2856, 0507281A, 4708222d50e04007e9b4eef061e6165d, 4824f910704a1c7e620b6d12c56fc44562981111
Racing Car (USA).zip, Racing Car, 3044, 6AE1AD84, 1d8e3d2c5cb8a1322dceb7926221ec31, 114603c0927563fd1a057ae274da7bfdb85e7599
Racquetball (USA).zip, Racquetball, 2675, CED31F30, 03628a3fbebdc9d7fef6a4e757507fd1, 86f473dd08282056936bcff085567d4d3d19faa8
Radar (USA).zip, Radar, 2847, 7E83FD66, 01593039d2a8f4fe38ab65c3a183a63c, dc80ab140b2287a08c18678c5bb210c62521627d
Radar Lock (USA).zip, Radar Lock, 10948, 5910A0B0, d5f5676286890359f3dfa02e3dab6840, 722c4eb37b5ab38fb85e325134978f60616d2581
Raft Rider (USA).zip, Raft Rider, 2567, BB25F34F, be9cf0f0bad1358aeb398255afd1c681, 9dc4c7ccb53bcd093cd2f477d96a94f623dd60be
Raiders of the Lost Ark (USA).zip, Raiders of the Lost Ark, 6549, ABD8236B, 2d0bd3daa9c348992bbd3fa368dd23ba, db1ff2ead0bdaff375e816d3aebe553375a11846
Ram It (USA).zip, Ram It, 3300, B460207B, 6c05d9e4a0d51086d07e450b5f00222e, 24d589adccd1fca6c5de5d1219b1a5f25da22fa1
Rampage! (USA).zip, Rampage!, 12211, E2F8FCF9, fcec4bd345a55e17bb42771310a17616, 8cbb4273e608384a46de60acee730d2d2f49d095
Raumpatrouille (USA).zip, Raumpatrouille, 3164, F9E10524, abdb433946dd7e4c2448e5f2030f66a1, 572f2e78da7972b0ddfb46424a74a638a65a4084
Reactor (USA).zip, Reactor, 3326, C225BA42, 29eec6fa75ee6c053a219899be2cfd38, 67578c817a486782e011fbb34d8b4adb454f118b
RealSports Baseball (USA).zip, RealSports Baseball, 6103, 384D13BD, 0bc14c8e0092ef11df43f1a40325f178, 909f61e64692c345587fc9aa2b73355c4baf2833
RealSports Basketball (Europe) (Proto).zip, RealSports Basketball, 4328, 3C0742AF, 53e199da05815d7c3be1cb2034aab082, 53d57151e4b13bcd0207dbc345c26bf9ba9b06b0
RealSports Boxing (USA).zip, RealSports Boxing, 5873, C65E9953, c3a3670c5a74e8922f603f17e901eb5f, 34a639d3de167669094547299b12bed186474eab
RealSports Football (USA).zip, RealSports Football, 5798, 2FF94AE1, baf367db7a6160e0224de04988cde12c, 345091c4197ab2e3a47c13cfdc34bc0bc83130cf
RealSports Soccer (USA).zip, RealSports Soccer, 4225, 01B6FD7D, 7559f9b6e28bb3de8e7eb3438e2ced44, 4d67aa01b01e586d71dcb3994702e1503d9f003e
RealSports Tennis (USA).zip, RealSports Tennis, 5012, 07D5578E, 5afad8a7cdab5cf5ac2b62d79fcad8b7, 537ca4d4fe62b972ebea2fbde9f867092cdbbace
RealSports Volleyball (USA).zip, RealSports Volleyball, 3138, 206BF50F, 46f7410ed75cbd9a69d3fff1098c131d, 71f9e2ebbe8a84f0619bf3c3442d33be763514d4
Red Sea Crossing (USA).zip, Red Sea Crossing, 3018, 699AE778, 14b2f381b572a1d13ae8092abd7ea14b, 7bc8b8b389b7525d59badab84bb99c19f76aadd2
Rescue Terra I (USA).zip, Rescue Terra I, 3390, ED750F44, 933b93768298096bb18dcd726fc64637, e50457f4142c87c5774ed0a085d0a48aa136c737
Revenge of the Beefsteak Tomatoes (USA).zip, Revenge of the Beefsteak Tomatoes, 3042, AF2DFA3D, 70daa75f415efa39c9000f4f8c0a27ad, ea9683fa7e852fb34d71e0989ce29f52556b6436
Riddle of the Sphinx (USA).zip, Riddle of the Sphinx, 3416, ECF4356F, 5a50ae255596a08363d689d02e3e3d65, a3cf84a087e36f3f2e0ddc1d3631d954776dfa65
River Patrol (USA).zip, River Patrol, 4465, 95244FDD, 9f75085be73db95dd0ae2f4c018c258b, 8e66c10c01ffda298673ea499fb3d4f2305e7ad3
River Raid (USA).zip, River Raid, 3252, 04CFCD06, ca8e11a7043eb60965d83c9dc63e6637, 04370a16c48d8551e4d24bd445d612b2337e1d98
River Raid II (USA).zip, River Raid II, 7639, C912D670, 295482c3afdb8e17524874131a3e91b5, b14896637cf506c9539158aceea7cc5c57e804b4
Road Runner (USA).zip, Road Runner, 8988, EE2EAB66, 82a56625d1babbf1e7319d2c06a1fa53, 773783367f4bfd99f7f29c742f842e6f128fbb18
Robin Hood (USA).zip, Robin Hood, 5109, 7DA4898E, 5a5579c3e497437899df154c8475afed, d07510f8524f6aabbeb1a93f7c9b02c1ec07055f
Robot Tank (USA).zip, Robot Tank, 5442, 7578489A, 081abb092b633b566b61352d88604d5d, 452cc3c54e811bb9fbb9350842eec12f6b4d2dec
Roc 'n Rope (USA).zip, Roc 'n Rope, 5658, 0F943BBA, f660f1dd3db23a05ed19679ba2e55e32, 51866723ae243422c4daa95208ae29b53fd754ec
Rocky & Bullwinkle (USA) (Proto).zip, Rocky & Bullwinkle, 3303, 08EC81D1, 1523de37925d235179c01293e514c714, 320f6c93a59d8d1c197e0181ea32aa70617a29a7
Room of Doom (USA).zip, Room of Doom, 3180, 051B4300, 970ed41f61a82f4a863fcbf3d9546c6d, 50b63dd4ebbce36715a99d2268d2477947ac0232
Rubik's Cube (USA).zip, Rubik's Cube, 3174, 38207D54, b679af37d28383c770d61c39325fc944, a8925144573fcefd6758cb2406f68cfb4e86ff3b
Rubik's Cube 3-D (USA) (Proto).zip, Rubik's Cube 3-D, 3290, 028B1B1E, d9753b22f5f3f9ba827f33653154977a, cf966019eb49deb0b07df9a8c74dade297b5a4b6
Rush Hour (USA) (Proto).zip, Rush Hour, 3092, AF3C6C63, aa0c523f6a5b9f55c5a7f9fb8e1a63a3, 7e0d99a14c418dee050961c965a544bf50a7b873
S.A.C. Alert (USA) (Proto).zip, S, 3123, 6ED0897D, d10a571e0e520a6cff0661a52f8634df, a43af468fbc0b5b30b367852b9e724a2a72fe830
SCRMNN (USA) (Proto).zip, SCRMNN, 1821, 55A60CB3, 0107bbd4f48cddae208d49a6bfa160e3, f2b6385c1709dc8deb917670d150b0c23feb7e06
Saboteur (USA) (Proto).zip, Saboteur, 5724, BCDC3E44, c8a1eeb8d8cd9a6383cc803044d95d95, e2df49830c1e24880c25412bc02cda28289e2bdd
Save Mary! (USA) (Proto).zip, Save Mary!, 7149, D227518D, 3db74a36d00e0bf909d88b3aadccf043, 7c6db80353e0b6b24a9b979199c4584337afaa55
Save our Ship (USA).zip, Save our Ship, 3119, 99637E2A, 712a7c862667f27dd311604b7bcf8157, b1df2b034367a122da098855393c56f19092bda3
Save the Whales (USA) (Proto).zip, Save the Whales, 2404, 7987D1F7, 8c4161cd8a5d74175609ed3e35450a21, 0d7cf831241a41e4ffea266c38c494f1ee9d9d4b
Sea Battle (USA).zip, Sea Battle, 2810, 2F2C0922, 4467f8ff5d21f3e2053d06e5b7db73b4, db20fe80cda2ab530ee8b913e0dca14985c07e27
Sea Hawk (USA).zip, Sea Hawk, 2927, FB61FAC6, afad89b4b07bd1c1c90081640f853412, ea62fb28c2993035c10e12db2eee0099171ea0b6
Sea Hunt ~ Scuba Diver (USA).zip, Sea Hunt ~ Scuba Diver, 3251, 6C6F15EC, 61735b2ecd3a5f39cde8963f909c1f75, 17d83a88441f3927b10f556db71e105c4d6bca11
Sea Monster (USA).zip, Sea Monster, 3371, B4CFEA91, 77eeda947424b98fa012a8ca3e5f921a, 7cc8a7ff329854a30d897d15d135ebadb1ae5d86
Seaquest (USA).zip, Seaquest, 3258, 09210F74, 60ee6ad1836be310320db2e993d316d8, c9bc43bb59ad317e5ee857af372a7ccbfeed2e7e
Secret Agent (USA) (Proto).zip, Secret Agent, 3225, 5DC06A7F, 2097b40e409ef0bdc873c56a9badc9b4, a5533e741010d08b14be8f1b6adb1c5b1cd53808
Secret Quest (USA).zip, Secret Quest, 9644, 51A18F85, f9b44200458c55ab7e0eedb21caef88a, c2875e1b86967b03974016db9dcf1e026706f5f4
See Saw (Europe).zip, See Saw, 2604, 717F427D, dabf73ef2a071d3a12cd9af540967d97, 66dfabc56b853926088e5dd846083818d12ad4a9
Sentinel (USA).zip, Sentinel, 8460, AE2F2CE4, c2ab9b4a207afcb457e2434ea9467b68, 7344bd862d476f86370072a05aafef7dce12b6e3
Shootin' Gallery (USA).zip, Shootin' Gallery, 3114, A3D467B1, 12c0245b500e323ea88df5145ab243a4, 14a375b260cbd1888dc5e5d4c6704c5bbe7af3a8
Shooting Arcade (USA) (Proto).zip, Shooting Arcade, 7934, 33E77C4F, 4212cc88d635eae2c1426142a04f200f, 2523ef005c755e9fb5f99693ba6511371b2e1425
Shuttle Orbiter (USA).zip, Shuttle Orbiter, 3095, 20AE5227, 1da2f22d6e37ec7853b6e6bc7a8ea6cb, a0383d1ed2f47feed86af1458ce71fc78097f864
Sinistar (USA) (Proto).zip, Sinistar, 4812, 870F1445, c3ee204f6aa0c0646bfe36969a189af9, a4bff5faabaa2f523f344319ae271bcaa5d41eee
Sir Lancelot (USA).zip, Sir Lancelot, 5229, D06F1690, bdc4d07009433a678259a0cc395a5e16, 9d54092e767245984423214c7b087e967e6d5d11
Six Pack (USA) (Proto).zip, Six Pack, 4423, B026E294, bf6fed581c7d48f6132bb5c09a1a2dd9, 4d85226f70511d038d34fa769d9442f55b45931d
Skate Boardin' (USA).zip, Skate Boardin', 5128, A7D91422, 1710cc33c2f8e55717f80898ff95ce61, ac8eb47b198db83e5100d6eac0d874295d828d73
Skeet Shoot (USA).zip, Skeet Shoot, 1752, 7E6ADFFA, 563d8207a390481a900e3b7b2242bef8, c8485285b9a86e7c453158ee6e9f670905686fe6
Ski Hunt (Europe).zip, Ski Hunt, 3204, 6BAB02D7, 9e1ba85c5feb0490cd0472eb8a2e698e, ea0f89a5a26cf72fa5159b10a8569b9317d07ab5
Ski Run (USA).zip, Ski Run, 3260, A5632271, aebf35fdaa878a2046c8fce9850d5000, 551cb7092575dc44ed82e01cf9a845d6b524394f
Skiing (USA).zip, Skiing, 1990, 702AAE16, 965147a46cdc0dd7f21c6963f10d01a0, abc4b69def233c74a5088f6579f3c1e080a89ce5
Sky Diver ~ Dare Diver (USA).zip, Sky Diver ~ Dare Diver, 1811, BCA707AF, 9537f4dff425865ba3cdc1f5f60813a9, 44c2fbdceb2268458e64bc3115d384867eb28175
Sky Jinks (USA).zip, Sky Jinks, 1969, CCD34096, 34ac75bdf8495e3cf6be91c2e510e7c4, 861ba19ff02a68b9f83c1bf283f9d63a1221f8e8
Sky Patrol (USA) (Proto).zip, Sky Patrol, 6448, BA5BF1F3, 9691b9194eff2c3930f7035bdbad52aa, 7e3e21c6a3d230c590c6164c4bb3a69f3ac9b5bc
Sky Skipper (USA).zip, Sky Skipper, 3146, FD35501C, 344d16a243eb861724634994c1666d14, d38f940a982f104d0eaf267291a9698375c918e4
Slot Machine ~ Slots (USA).zip, Slot Machine ~ Slots, 1688, 21077CDA, 1eb4bee6695fdf055c623716b3ecb60a, eb92b9414f239aef4c3fc9c9b6a79b03b7182bc5
Slot Racers ~ Maze (USA).zip, Slot Racers ~ Maze, 1748, 26545859, 1899e6637a2f48407ce023e0b5959fd6, 76aa2b8531efe4b85e54349cc93c4a6bd945d009
Smurf - Rescue in Gargamel's Castle (USA).zip, Smurf - Rescue in Gargamel's Castle, 5576, C4B63AFC, 634daf711e1e3bff4f2f51e1ef0d2cfa, a7c25ec39ebcc0b1f66e91a6ebe336afbb43769d
Smurfs Save the Day (USA).zip, Smurfs Save the Day, 5989, A9F0CE94, b5d007813ad6a36d9dec02cbc54bec45, c769308df08f8f08f4043227e7b720ecd7b9235b
Sneak 'n Peek (USA).zip, Sneak 'n Peek, 3336, CA8A2264, 937ed7f62b5ca6d56c5453e1a7d8b09a, d5c0dd2f696a3dee6f97d94dd5737ce46cf4aa54
Snoopy and the Red Baron (USA).zip, Snoopy and the Red Baron, 6385, D27981E7, b9a04d5efa598339c4cb7d0030f31cf0, 31fa0614de581be26fd24b076e42c38ce08e2a3f
Snow White and the Seven Dwarfs (USA) (Proto).zip, Snow White and the Seven Dwarfs, 4660, 591CF875, 94c941cd9f72fc06d9accd3953bf2add, c54bb6ede77819143e5f5e387e45a890a9afd7a9
Solar Fox (USA).zip, Solar Fox, 5150, CF91213E, 5826bcdf7d65fa440dd0a46a38f43806, 552b5b94981d1a71b9738aa6747bf188130914c6
Solar Storm (USA).zip, Solar Storm, 3245, 7E418E1D, 193e1d3ec7eb4385a6cb14a3c174d69f, fba4dd2e03e5dc2c4cd393e905f75acc40d6afed
Solaris (USA).zip, Solaris, 12920, 3477D3FA, 6902091366553c6be2d321154f384a4d, 6a610c3833c1bbbfeb3709e8a2ae66c320d91949
Sorcerer (USA).zip, Sorcerer, 2868, CA080FAC, 69d9e5b426c74d53559a8259cd878931, f0dfebac9f20f480af74cbaec4474f675fd294e5
Sorcerer's Apprentice (USA).zip, Sorcerer's Apprentice, 5577, 6D677131, 8734882fc1928fe663ee7b6fb30076b4, 70fe4a8680197df7961dea7ab285dfa7b522d5e3
Space Attack (USA).zip, Space Attack, 3121, 9EBBF335, ba8311b792cb6bfec31ad1679ad1d4e0, 1e6cc41bd7de72371c31d64015b530b4604f8db2
Space Cavern (USA).zip, Space Cavern, 2941, 0EE1D531, f91e1cd4926d6b08db5c4cd2942dca85, e503f7ff81470d68f6f198a2a98ff2e8d95d7230
Space Invaders (USA).zip, Space Invaders, 3421, 0215814C, 31335ded565788f45b316a9f3c429973, 0d6d366f6f4934c4052421e0e53ce684dae5ae1a
Space Jockey (USA).zip, Space Jockey, 1922, 7264AE37, 245d007904997c3f41013f1851e976cd, 2dce1abc2bf8a270289c03bd03fa1493e9529a1d
Space Shuttle - A Journey into Space (USA).zip, Space Shuttle - A Journey into Space, 6483, BF2AB164, 5bce556491f8825fec558d75bd2bf889, 58f7bb8ff8df4296d12aeb201861083564f612d7
Space Tunnel (USA).zip, Space Tunnel, 2996, BF85CC14, 7cb3810fb25a3820477772dfb2995241, fc19bd999bc7485ce05f502d5659cf86b27f13a2
Space War ~ Space Combat (USA).zip, Space War ~ Space Combat, 1846, C8B96BB7, 7515f8958a3c694aa614d9f649b967dd, c521faff21e0ba69e6551dc513728ee266e00446
SpaceMaster X-7 (USA).zip, SpaceMaster X-7, 2896, F22B4993, 57236826e90c7353a9e3b3e4af683795, f531b481bb2044c83693cc3c430e95ba1ffada3f
Spacechase (USA).zip, Spacechase, 3091, 563BC83C, 585dd06a577a7454b2fa2d88840a0d83, d0904528977645741d00da894130a9d1fa00e337
Spider Fighter (USA).zip, Spider Fighter, 3323, 56F7A65F, 77eb92989435e72536ccb0ee14d82c2a, b350e835287c1e1359d48f0d54c53e0aca21ffee
Spider Maze (USA).zip, Spider Maze, 2938, 34556F31, f9eb8858e883ea3b6cb9cfb830b12592, 22f5126da8683d5b0d78168092c9c501c261eaed
Spider-Man (USA).zip, Spider-Man, 3327, 008784E2, 0b7e2ab245b5d4a2ccbe4acbd2d8874d, e74c485dd6dd1fa65a0c100df3cc42e9999c9cf2
Spike's Peak (USA).zip, Spike's Peak, 5443, 94C2B157, 1c915176a4a5913c2c49ec74aa9f2195, 42a3640ceb8f7929cb48cfcc696460f186a49f02
Spinning Fireball (USA) (Proto).zip, Spinning Fireball, 3203, 36BA22AD, 9bd67833ff4dcc00b4274a5f11d8da1b, e1cc3a1d521227c2c589ec36d077088ace9a4ac2
Spitfire Attack (USA).zip, Spitfire Attack, 2609, E41EA270, fcbc975dece195d3c3819632c699b6e9, d3bf16c4064029f947ebd4ff954d7eeefee0fe57
Springer (USA).zip, Springer, 6027, 4A56536F, 36fd38794dbaba09d9a4cbfce7e52c7c, d6267215f7e9e9bdcf1d62ecc73bbbdb324f4384
Sprint Master (USA).zip, Sprint Master, 7794, 4551F5EC, 0b361a5592257f9b2e9bbcb6913adf82, f85f004e1c4e6d51d4109e9a7c5b44ab2bdd41bf
Spy Hunter (USA).zip, Spy Hunter, 5855, 7D450A36, f038f11efe589ce1d67b74698dde7e8e, 5213d6c80a0c238e182cc1f8485a19f753a69bc5
Squeeze Box (USA).zip, Squeeze Box, 3066, 1DE98BE3, 3565db37759c0b7eba676bdd8b5d7574, 5124f0e5d0157ea52b608ff3fc810d9bad2740dc
Squirrel ~ O Esquilo (USA).zip, Squirrel ~ O Esquilo, 3221, F6808AF3, 8f6bfd9b8acc4b52f36b6ea59bc5ef06, 1c95b097ba8c7cabec818601a012acf166cad2b7
Squoosh (USA) (Proto).zip, Squoosh, 2344, 0B37710C, 765393201c6289b8079e4b6265095269, 644d8b7a84160784a954c1c4a6d59e7468c33035
Sssnake (USA).zip, Sssnake, 2906, FC216A1D, 9229788e6f6f295b2fe8c9e3ada91feb, f516cb246b04effcaef70c0f5e5e6baf97116e9e
Stampede (USA).zip, Stampede, 1916, 39B9812B, 8f96d223b20656f565e232fd6d8622c1, b6f453c040e14475d08da23f7f1ab174469b0ee8
Star Fox (USA).zip, Star Fox, 3036, 2539D6B5, d245257080c1e0fd27bf701f7e6334dc, 751de0d3f6d8c7ca070a1d4dba6011ff69cd1468
Star Raiders (USA).zip, Star Raiders, 4561, 4C6476C1, 4325cff2454f095ed7f5fcb04d994304, 6e5febb06ffde59e27673f22d1ca93a29f2d81f0
Star Ship ~ Outer Space (USA).zip, Star Ship ~ Outer Space, 1982, DECDF99B, 04447ef1c0ac5381c632c7f0c2ac8467, 0e9305698eb593616ad0cdd6387bfc47d6decc95
Star Strike (USA).zip, Star Strike, 3225, 610DB083, c1d98e03d424adb35fb9a010ac0dfffd, bedacaf83052ea934a264917ed58b994ff2fa4ec
Star Trek - Strategic Operations Simulator (USA).zip, Star Trek - Strategic Operations Simulator, 6480, C66FD7D9, 7f08f556782190499c41d5947f250639, de6abaf581c4151a9105589411e013948ba03f44
Star Voyager (USA).zip, Star Voyager, 3428, E5725425, 0b2126b140712db39fbb57ae9c95a37a, 2c0ae0959a0526e94fb9dc9c15c1175fb073f274
Star Wars - Jedi Arena (USA).zip, Star Wars - Jedi Arena, 3237, 75D15077, 20bfe6c5c340ceb473298623b2b113e5, 700602199919e681401a522cb78534af4d291983
Star Wars - Return of the Jedi - Death Star Battle (USA).zip, Star Wars - Return of the Jedi - Death Star Battle, 6441, 08712F6D, 874d3750992cab45b5b347ed5b5a10c7, 9747b8397eba4160f8e8526186e762855cfef2a1
Star Wars - Return of the Jedi - Ewok Adventure (USA) (Proto).zip, Star Wars - Return of the Jedi - Ewok Adventure, 5953, C0DA2A40, 6bb39ad8cdcdd4a445f033364b2888e1, c6a1153a87e3ca92be26bdfdd990bc4f9a43822f
Star Wars - The Arcade Game (USA).zip, Star Wars - The Arcade Game, 5767, 89F34688, 62ba465da3d8e08061de4b7b6982e03f, df7b38233a76d38bb0fad8aa0a5cc2d680546ec0
Star Wars - The Empire Strikes Back (USA).zip, Star Wars - The Empire Strikes Back, 3524, 262C135C, 5a101611c0c005ec1acab22fbb1e5d6e, d57e2e76a804eb023b13994ffb8efe8788dc65a6
StarMaster (USA).zip, StarMaster, 3313, 163DF93F, 3991a7e4a7d7044d94378ad15b3c8bd2, 4bdd7bba25403ffcf8f0b423a942b316fcdfa1fd
Stargate (USA).zip, Stargate, 5627, 66C49816, 108cae0d06169cb3cb38709dc6128bbc, a7806fead9d126d97ca070013b7efbe10707407e
Stargunner (USA).zip, Stargunner, 3065, EEC27827, dd73c3e0dd6452fb620a27ca28d2458f, 6934b98873ca7c786054437b9020526fba6bdf3e
Steeplechase (USA).zip, Steeplechase, 1815, 6C373D8C, cd95728b165e772038438c48bfe9fb65, 1676a2ab93f038ff680389c1b3dc488b3ac8bc50
Stellar Track (USA).zip, Stellar Track, 3450, CBBADD2F, 3f354030361872578b693193f47c0547, e69a030687e1c3a8f06ae129199bd08a9ba457bb
Stone Age (USA).zip, Stone Age, 2758, D878B85E, f7a189542fcaf639289907c543404e54, 7628109a41574f2dc0fab197bfa44537c9242090
Strategy X (USA).zip, Strategy X, 3488, F9254BCE, 51f33c9b1ed82ef80c681637f1a38e3c, 2596b15c3381aa11104abddf9c124edb48cf807b
Strawberry Shortcake - Musical Match-Ups (USA).zip, Strawberry Shortcake - Musical Match-Ups, 3155, 2B8F358B, 166e6ade44313c261b29ec6cb00fe6ce, a29cbaa9e764416d6cb13b9d165f0745f07b9b30
